institution_name,oclc_symbol,street_address,country_name,opac_url
O'Quinn Law Library University of Houston,THL,,Unknown,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Flibrary.uh.edu%2Fsearch%7ES2%2Fi0691056455%26checksum%3D4d18da7ba1ec56c7a1d7213c408dc777&title=O%27Quinn+Law+Library+University+of+Houston&linktype=opac&detail=THL%3AO%27Quinn+Law+Library+University+of+Houston%3AAcademic Library&app=wcapi&id=OCPSB-
University of Tennessee Martin,THM,"10 Wayne Fisher Dr., Martin, TN",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Flibrary.utm.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D9780472086771%26checksum%3D2b72cbe1faa79b8620c1d037dde2ae21&title=University+of+Tennessee+Martin&linktype=opac&detail=THM%3AUniversity+of+Tennessee+Martin%3AAcademic Library&app=wcapi&id=OCPSB-
"Theosophical Society in AM, The",THY,"1926 N Main St, PO Box 270, Wheaton, IL",United States,http://www.worldcat.org/wcpa/oclc/898983076?page=frame&url=http%3A%2F%2Fenterprise.magiclibraries.info%2Fclient%2Fen_US%2Fto%2Fsearch%2Fresults%3Fte%3DILS%26qu%3DISBN%253D0892641339%26checksum%3D81ca8e7b853d643c1b279f62f19f79b4&title=Theosophical+Society+in+AM%2C+The&linktype=opac&detail=THY%3ATheosophical+Society+in+AM%2C+The%3A&app=wcapi&id=OCPSB-
Vanderbilt University Library,TJC,"419 21st Avenue South, Nashville, TN",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=http%3A%2F%2Fwww.library.vanderbilt.edu%2Fgensearch%2Fdlall.phtml%3Fscope%3DUnicorn%26term%3D089264902X%26checksum%3D183b7c6902a60ae7d66042bb0ff14333&title=Vanderbilt+University+Library&linktype=opac&detail=TJC%3AVanderbilt+University+Library%3AARL Library&app=wcapi&id=OCPSB-
Weatherford College Libraries,TJF,"225 College Park Dr., Weatherford, TX",United States,http://www.worldcat.org/wcpa/oclc/21035179?page=frame&url=https%3A%2F%2Fweatherfordcollegelibrary.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A0231030037%26checksum%3D382c5eff3dd7dcd54fe13868213d9cd4&title=Weatherford+College+Libraries&linktype=opac&detail=TJF%3AWeatherford+College+Libraries%3AAcademic Library&app=wcapi&id=OCPSB-
Beaumont Public Library System,TJX,"801 Pearl St, Beaumont, TX",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2Fbeaumont.ipac.dynixasp.com%2F%26checksum%3De6b659367d58c6227c60f51dac9f891f&title=Beaumont+Public+Library+System&linktype=opac&detail=TJX%3ABeaumont+Public+Library+System%3APublic Library&app=wcapi&id=OCPSB-
Knox County Public Library System,TKL,"500 West Church Avenue, Knoxville, TN",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Fcat.knoxlib.org%2Fuhtbin%2Fcgisirsi%2Fx%2F0%2F0%2F57%2F5%2F3%3Fsearchfield1%3DGENERAL_SUBJECT_GENERAL__%26user_id%3DWEBSERVER%26searchdata1%3D0472969005%26checksum%3D9ecea6f6874cb8d07cfd232292ec1d19&title=Knox+County+Public+Library+System&linktype=opac&detail=TKL%3AKnox+County+Public+Library+System%3APublic Library&app=wcapi&id=OCPSB-
University of Tennessee,TKN,"1015 Volunteer Boulevard, 306 Hodges Libr, Knoxville, TN",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Futk-almaprimo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Ftab%3Ddefault_tab%26search_scope%3DOneSearch%26vid%3D01UTK%26lang%3Den_US%26offset%3D0%26query%3Dany%2Ccontains%2C200725%26checksum%3Db233a18fda5b788b1e7c3634773e9021&title=University+of+Tennessee&linktype=opac&detail=TKN%3AUniversity+of+Tennessee%3AARL Library&app=wcapi&id=OCPSB-
Tamkang University Library (TKUL),TKU,"151 Ying Chuan Road, Tamsui Taipei",Taiwan,http://www.worldcat.org/wcpa/oclc/44683551?page=frame&url=https%3A%2F%2Fwebpac.lib.tku.edu.tw%2Fsearch%2Fquery%3Ftheme%3Dtkulib%26checksum%3Da9749b51fd281596796a0ba8be23ed0f&title=Tamkang+University+Library+%28TKUL%29&linktype=opac&detail=TKU%3ATamkang+University+Library+%28TKUL%29%3AAcademic Library&app=wcapi&id=OCPSB-
"University of St Thomas, Schoenecker Law Library",TL#,"1101 Harmon Place, Minneapolis, MN",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=https%3A%2F%2Fclicsearch.stthomas.edu%2Fprimo-explore%2Fsearch%3Fquery%3Dany%2Ccontains%2C0913232092%26tab%3Ddefault_tab%26search_scope%3Dstthomas%26vid%3DSTTHOMAS%26offset%3D00691056455%26checksum%3D7ab04faf8c409a63dadd113e078d31b0&title=University+of+St+Thomas%2C+Schoenecker+Law+Library&linktype=opac&detail=TL%23%3AUniversity+of+St+Thomas%2C+Schoenecker+Law+Library%3ALaw Library&app=wcapi&id=OCPSB-
Covenant College,TLE,"14049 Scenic Highway, Lookout Mountain, GA",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=https%3A%2F%2Fcovenantcollege.on.worldcat.org%2Fisbn%2F0804708290%26checksum%3Def76b8ff05f1107f1562988811c00735&title=Covenant+College&linktype=opac&detail=TLE%3ACovenant+College%3AAcademic Library&app=wcapi&id=OCPSB-
"University of Tennessee, Law Library",TLK,"1505 W Cumberland Ave, Knoxville, TN",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Finnopac.law.utk.edu%2Fsearch%2Fi9780520018068%26checksum%3Dc9cfb24f6511d7877a4d13eb8126bfde&title=University+of+Tennessee%2C+Law+Library&linktype=opac&detail=TLK%3AUniversity+of+Tennessee%2C+Law+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Toledo Museum of Art,TLMRT,"P.O. Box 1013, Toledo, OH",United States,http://www.worldcat.org/wcpa/oclc/20619185?page=frame&url=http%3A%2F%2Ftoledo.spydus.com%2Fcgi-bin%2Fspydus.exe%2FENQ%2FOPAC%2FBIBENQ%3FENTRY1_NAME%3DSBN%26ENTRY1%3D9780472080892%26checksum%3Dbb83d4762cb780b6c3cd6aa12037da61&title=Toledo+Museum+of+Art&linktype=opac&detail=TLMRT%3AToledo+Museum+of+Art%3ALibrary Networks or Processing Center&app=wcapi&id=OCPSB-
Moore Theological College Library,TLQ,"1 King St, Newtown, AU-NS",Australia,http://www.worldcat.org/wcpa/oclc/462243378?page=frame&url=http%3A%2F%2Fcat.library.moore.edu.au%2Fuhtbin%2Fcgisirsi.exe%2Fx%2F0%2F0%2F5%2F%3Fsrchfield1%3D020%255ETITLE%255EGENERAL%255E%255EISBN%26searchdata1%3D9780892641468%26checksum%3D6e86bbd5f7c410f314b13ac7e861f946&title=Moore+Theological+College+Library&linktype=opac&detail=TLQ%3AMoore+Theological+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Texas A&M International University,TLS,"Texas A&M International University,, 5201 University Boulevard, Laredo, TX",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Ftamiu.worldcat.org%2Fisbn%2F0472969005%26checksum%3D0d423cb90ffe9efa0b35c6aa0f6cc8d1&title=Texas+A%26M+International+University&linktype=opac&detail=TLS%3ATexas+A%26M+International+University%3AAcademic Library&app=wcapi&id=OCPSB-
LeTourneau University,TLT,"2100 South Mobberly Avenue, Longview, TX",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=https%3A%2F%2Fletulibrary.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A9781938937071%26checksum%3Dbf09597473a0716157f6a2245bee58d9&title=LeTourneau+University&linktype=opac&detail=TLT%3ALeTourneau+University%3AAcademic Library&app=wcapi&id=OCPSB-
University of Memphis,TMA,"3785 Norriswood Ave, Memphis, TN",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fsierra.memphis.edu%2Fsearch%7ES4%2Fo200725%26checksum%3D37339fa52660f0a156ee3cb8e8c6db82&title=University+of+Memphis&linktype=opac&detail=TMA%3AUniversity+of+Memphis%3AAcademic Library&app=wcapi&id=OCPSB-
"Houston Academy of Medicine, Texas Medical Center",TMC,"Library, 1133 John Freeman Blvd, Houston, TX",United States,http://www.worldcat.org/wcpa/oclc/555582979?page=frame&url=http%3A%2F%2Fhamtmc.thslc.net%2Fvwebv%2Fsearch%3FsearchCode1%3DISBN%26searchType%3D2%26argType1%3Dany%26searchArg1%3D0892640782%26checksum%3D4185a9ffa7480dd6fa913eb7dde8ecfd&title=Houston+Academy+of+Medicine%2C+Texas+Medical+Center&linktype=opac&detail=TMC%3AHouston+Academy+of+Medicine%2C+Texas+Medical+Center%3AAcademic Library&app=wcapi&id=OCPSB-
McAllen Public  Library,TME,"4001 N 23rd St, Mcallen, TX",United States,http://www.worldcat.org/wcpa/oclc/55590864?page=frame&url=http%3A%2F%2F97.77.223.152%3A8080%2F%3Fconfig%3Dmcallen%23section%3Dsearch%26term%3D0060150424%26dbTab%3Dls2pac0892640340%26checksum%3D60b9c3130325322c29aec11399d2c0b8&title=McAllen+Public++Library&linktype=opac&detail=TME%3AMcAllen+Public++Library%3APublic Library&app=wcapi&id=OCPSB-
"Midwestern State University, G Moffett Library",TMI,"3410 Taft Boulevard, Wichita Falls, TX",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Fprimo-pmtna01.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Ffn%3Dsearch%26ct%3Dsearch%26vid%3DMWSUALMA%26vl%28freeText0%29%3D0804708290%26checksum%3D9ab6c94b609b19b4c50ffc162de99553&title=Midwestern+State+University%2C+G+Moffett+Library&linktype=opac&detail=TMI%3AMidwestern+State+University%2C+G+Moffett+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Milligan Libraries,TMJ,"Welshimer Mem Libr, PO Box 600, Milligan College, TN",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fmilligan.worldcat.org%2Fisbn%2F9780472086771%26checksum%3D22d2a13bff7d69fdca0ac537c539bfd4&title=Milligan+Libraries&linktype=opac&detail=TMJ%3AMilligan+Libraries%3AAcademic Library&app=wcapi&id=OCPSB-
Southern Adventist University,TMS,"4881 Taylor Circle, Collegedale, TN",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=https%3A%2F%2Fsouthern-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3F%26tab%3Ddefault_tab%26search_scope%3DEverything%26vid%3D01SAU%26institution%3D01SAU%26mode%3Dbasic%26query%3Dany%2Ccontains%2COCM67901%26checksum%3D5d4d2e679bf3266483d71b8e9859c64c&title=Southern+Adventist+University&linktype=opac&detail=TMS%3ASouthern+Adventist+University%3AAcademic Library&app=wcapi&id=OCPSB-
University of Memphis Law Library,TMW,"University of Memphis Law School La, 1 North Front Street, Memphis, TN",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Fbibliotech.memphis.edu%2Fsearch%2F%3Fsearchscope%3D13%26searchtype%3Di%26searcharg%3D0691056455%26checksum%3D448aa10c967bb0b449e18012cbae25f3&title=University+of+Memphis+Law+Library&linktype=opac&detail=TMW%3AUniversity+of+Memphis+Law+Library%3ALaw Library&app=wcapi&id=OCPSB-
Lincoln Memorial University Library,TNF,"6965 Cumberland Gap Parkway, Harrogate, TN",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=https%3A%2F%2Flmulibrary.on.worldcat.org%2Foclc%2F0804708290%26checksum%3Dc1bab44b6ae7eb61f2aa0854ef1c777f&title=Lincoln+Memorial+University+Library&linktype=opac&detail=TNF%3ALincoln+Memorial+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Martin Methodist College,TNG,"433 West Madison, Pulaski, TN",United States,http://www.worldcat.org/wcpa/oclc/257229496?page=frame&url=http%3A%2F%2F71.4.232.145%2Foasis%2Fcatalog%2F%2528S%2528sfgg3y45s52lvz45er4dw2ed%2529%2529%2Fdefault.aspx%3Finstallation%3DDefault%26checksum%3De7723faf9a64416ad94a51100d50a0fb&title=Martin+Methodist+College&linktype=opac&detail=TNG%3AMartin+Methodist+College%3AAcademic Library&app=wcapi&id=OCPSB-
Hillsborough County Public Library Cooperative,TNH,"3804 S Manhattan Ave, Tampa, FL",United States,http://www.worldcat.org/wcpa/oclc/710010107?page=frame&url=http%3A%2F%2Fcatalog.hcplc.org%2Fpolaris%2Fview.aspx%3Fisbn%3D0520025407%26checksum%3Dabe341523e539b649bf3d03066d139d5&title=Hillsborough+County+Public+Library+Cooperative&linktype=opac&detail=TNH%3AHillsborough+County+Public+Library+Cooperative%3APublic Library&app=wcapi&id=OCPSB-
Dyersburg State Community College,TNM,"Library, 1510 Lake Rd, Dyersburg, TN",United States,http://www.worldcat.org/wcpa/oclc/903473479?page=frame&url=http%3A%2F%2Flrccatalog.dscc.edu%2FInfoCentre%2FLibraryAdvanced.do%26checksum%3D4e883033896f95eb48ed925e546cc694&title=Dyersburg+State+Community+College&linktype=opac&detail=TNM%3ADyersburg+State+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
Nashville Public Library,TNN,"615 Church Street, Nashville, TN",United States,http://www.worldcat.org/wcpa/oclc/1015088464?page=frame&url=https%3A%2F%2Fcatalog.library.nashville.org%2FUnion%2FSearch%3Flookfor%3D0231105800%26checksum%3D78abafb78cd12b182564f5c922f61897&title=Nashville+Public+Library&linktype=opac&detail=TNN%3ANashville+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Nashville State Community College,TNT,"120 White Bridge Rd, Nashville, TN",United States,http://www.worldcat.org/wcpa/oclc/807381667?page=frame&url=http%3A%2F%2Fnash.sirsi.net%2Fuhtbin%2Fcgisirsi%2Fx%2F0%2F0%2F5%2F%3Fsearchdata1%3D9780892641376%26checksum%3D080c98599520c29161b3f507088216e0&title=Nashville+State+Community+College&linktype=opac&detail=TNT%3ANashville+State+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
Pellissippi State Community College,TNW,"10915 Hardin Valley Rd, Knoxville, TN",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=http%3A%2F%2Fpstcc-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Ffn%3Dsearch%26ct%3Dsearch%26initialSearch%3Dtrue%26mode%3DAdvanced%26tab%3Ddefault_tab%26indx%3D1%26dum%3Dtrue%26srt%3Drank%26vid%3D01PSCC_default%26frbg%3D%26tb%3Dt%26vl%2528408947534UI0%2529%3Disbn%26vl%2528408947534UI0%2529%3Dti9781938937071%26checksum%3D0cfa7689567004c228a0f438ff372eca&title=Pellissippi+State+Community+College&linktype=opac&detail=TNW%3APellissippi+State+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
"Trinity University, Coates Library",TNY,"Coates Library, One Trinity Pl., San Antonio, TX",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=http%3A%2F%2Fmill.trinity.edu%2Fsearch%2F%3Fsearchscope%3D14%26searchtype%3Di%26searcharg%3D089264902X%26checksum%3D4d1070caa1562865a267ce6ad67d8afd&title=Trinity+University%2C+Coates+Library&linktype=opac&detail=TNY%3ATrinity+University%2C+Coates+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Cleveland State Community College Library,TNZ,"3535 Adkisson Dr, PO Box 3570, Cleveland, TN",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Fclevelandstatecc-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Ffn%3Dsearch%26ct%3Dsearch%26vid%3D01CLEVELANDST%26vl%28freeText0%29%3D9780892641321%26checksum%3D2fc33395b92a667fbcb4516d4df4e948&title=Cleveland+State+Community+College+Library&linktype=opac&detail=TNZ%3ACleveland+State+Community+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Columbia State Community College,TOA,"1665 Hampshire Pike, Columbia, TN",United States,http://www.worldcat.org/wcpa/oclc/757407857?page=frame&url=http%3A%2F%2Flibrary.columbiastate.edu%2Fvwebv%2FsearchBasic%3FsearchCode1%3DGKEY%26searchType%3D2%26argType1%3Dany%26searchArg1%3D505265%26checksum%3Ddd8f89bacfd2a89bbac6ad639a18f7cb&title=Columbia+State+Community+College&linktype=opac&detail=TOA%3AColumbia+State+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
Roane State Community College Library,TOB,"276 Patton Ln, Harriman, TN",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=https%3A%2F%2Froanestate-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Ffn%3Dsearch%26ct%3Dsearch%26vid%3D01RSCC_default%26vl%28freeText0%29%3D9781938937071%26checksum%3D59ac4b43486eebd190c5ae7033d1774f&title=Roane+State+Community+College+Library&linktype=opac&detail=TOB%3ARoane+State+Community+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Motlow State Community College Clayton-Glass Library,TOC,"P. O. Box 8500 Dept 400, Lynchburg, TN",United States,http://www.worldcat.org/wcpa/oclc/728685851?page=frame&url=https%3A%2F%2Ftntech.alma.exlibrisgroup.com%2Fmng%2Faction%2Fhome.do%3Fmode%3Dajax0892641509%26checksum%3D3a21ef05d133e2cf8c79b3b6bed7bb05&title=Motlow+State+Community+College+Clayton-Glass+Library&linktype=opac&detail=TOC%3AMotlow+State+Community+College+Clayton-Glass+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Northeast State Community College,TOE,"2425 Hwy 75 Pierce Bldg, PO Box 246, Blountville, TN",United States,http://www.worldcat.org/wcpa/oclc/644275984?page=frame&url=http%3A%2F%2Fetsu-edu-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Ffn%3Dsearch%26ct%3Dsearch%26initialSearch%3Dtrue%26mode%3DBasic%26tab%3Ddefault_tab%26indx%3D1%26dum%3Dtrue%26srt%3Drank%26vid%3D01NESCC%26frbg%3D%26tb%3Dt%26vl%2528freeText0%2529%3D0892640995%26checksum%3D12d00dd0e9fa5419b0360540e27a9ce9&title=Northeast+State+Community+College&linktype=opac&detail=TOE%3ANortheast+State+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
Southwest Tennessee Community College,TOF,"5983 Macon Cove, Memphis, TN",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Flib2.southwest.tn.edu%2Fsearch%2F%3Fsearchscope%3D7%26searchtype%3Di%26searcharg%3D9780520018068%26checksum%3D2ba5cba9eb27003bc6248ee773353304&title=Southwest+Tennessee+Community+College&linktype=opac&detail=TOF%3ASouthwest+Tennessee+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
University of Toledo,TOL,"Univ of Toledo Carlson Library, 2801 W Bancroft ST MS 509, Toledo, OH",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Futmost.cl.utoledo.edu%2Fsearch%2Fi9780472086771%26checksum%3D5324901e4c9defe0a38a6ecd68018da0&title=University+of+Toledo&linktype=opac&detail=TOL%3AUniversity+of+Toledo%3AAcademic Library&app=wcapi&id=OCPSB-
Harvard University,TOZ,"21 Divinity Ave, Cambridge, MA",United States,http://www.worldcat.org/wcpa/oclc/780194?page=frame&url=https%3A%2F%2Fhollis.harvard.edu%2Fprimo-explore%2Fsearch%3Ftab%3Dbooks%26search_scope%3Ddefault_scope%26vid%3DHVD2%26query%3Disbn%2Ccontains%2C9780892640157%26checksum%3D5a1d81c3c074e9e70825d3f2331ab679&title=Harvard+University&linktype=opac&detail=TOZ%3AHarvard+University%3AAcademic Library&app=wcapi&id=OCPSB-
Austin Peay State University,TPA,"601 College Street, Clarksville, TN",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fiiiserver.lib.apsu.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D9780472086771%26checksum%3Dbf17f1ec9e9375cd431da3671c86d348&title=Austin+Peay+State+University&linktype=opac&detail=TPA%3AAustin+Peay+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
The University of Texas Rio Grande Valley,TPN,"Interlibrary Loan Department, 1201 W University Dr, Edinburg, TX",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Flib3.utrgv.edu%2Fsearch%7Eb1a1o1c1i1%2Fi9780472086771%26checksum%3Dd29f505ced7b1bf2e91c9d25c8f7da80&title=The+University+of+Texas+Rio+Grande+Valley&linktype=opac&detail=TPN%3AThe+University+of+Texas+Rio+Grande+Valley%3AAcademic Library&app=wcapi&id=OCPSB-
Izmir Institute of Technology,TR7RH,"Gulbahce Kampusu, Urla, Izmir",Turkey,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=http%3A%2F%2Fcatalog.iyte.edu.tr%2Fclient%2Fdefault%2Fsearch%2Fresults%3Fqu%3DISBN%3D9781938937071%26checksum%3D5aeba8222aa87752da0aefb22d300061&title=Izmir+Institute+of+Technology&linktype=opac&detail=TR7RH%3AIzmir+Institute+of+Technology%3AAcademic Library&app=wcapi&id=OCPSB-
US Army JFK Special Warfare Center & School Library,TRA,"MARQUAT MEMORIAL LEARNING RESOURCE, AOJK-EDG 3004 ARDENNES ST. STOP A, FT BRAGG, NC",United States,
Ike Skelton Combined Arms Research Library,TRC,"250 Gibbon Avenue, Attn: ATZL-LSA-Y, Fort Leavenworth, KS",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fcomarms.ipac.dynixasp.com%2Fipac20%2Fipac.jsp%3Fprofile%3Dcarlcgsc%26reloadxsl%3Dtrue%23focus%26checksum%3D482ca1414416339f0e44ad6f0337c324&title=Ike+Skelton+Combined+Arms+Research+Library&linktype=opac&detail=TRC%3AIke+Skelton+Combined+Arms+Research+Library%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
"US Army, TRADOC, Ft. Jackson",TRJ,"Thomas Lee Hall Post Libr, Bldg 4679 Attn: Atzj-Dca-L, Ft Jackson, SC",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2F192.31.75.229%2F%26checksum%3Dfbc9e342d0136844548ccd0949138b46&title=US+Army%2C+TRADOC%2C+Ft.+Jackson&linktype=opac&detail=TRJ%3AUS+Army%2C+TRADOC%2C+Ft.+Jackson%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
NATIONAL TRANS LIBRARY,TRL,"1200 New Jersey Ave SE W12-114, Washington, DC",United States,http://www.worldcat.org/wcpa/oclc/760618838?page=frame&url=http%3A%2F%2Fonlinecatalog.dotlibrary.dot.gov%2FD10090Staff%2FOPAC%2FSearch%2FAdvancedSearch.asp%3FIsFirstDisplay%3DFALSE%26GoPressed%3DTRUE%26ShowOptions%3DFALSE%26selectField1%3D8%26txtSearch1%3D9780939512089%26checksum%3Decc9d26c408c413e91e5c4b1c20ab00b&title=NATIONAL+TRANS+LIBRARY&linktype=opac&detail=TRL%3ANATIONAL+TRANS+LIBRARY%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
