institution_name,oclc_symbol,street_address,country_name,opac_url
St. Philip's College Library,SSP,"1801 Martin Luther King Dr, San Antonio, TX",United States,http://www.worldcat.org/wcpa/oclc/55590864?page=frame&url=https%3A%2F%2Fspclibrary.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A0892640340%26checksum%3De07e9ee3de7eff4448d14eaf163d44b3&title=St.+Philip%27s+College+Library&linktype=opac&detail=SSP%3ASt.+Philip%27s+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Salem State University,SST,"Frederick E. Berry Library, 352 Lafayette St., Salem, MA",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Fevergreen.noblenet.org%2Feg%2Fopac%2Fresults%3Fquery%3Didentifier%7Cscn%3A1164%26checksum%3Dadf92c288ef4640705d4c344d42d0727&title=Salem+State+University&linktype=opac&detail=SST%3ASalem+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
Tallahassee Community College,ST5,"444 Appleyard Drive, Tallahassee, FL",United States,http://www.worldcat.org/wcpa/oclc/760664295?page=frame&url=http%3A%2F%2Fwww.linccweb.org%2Fcatalog%3Fscreen%3Dnumeric%26lib_code%3DFLCC2800%26index%3DISBN%26query%3D9780520016996%26checksum%3Ddd1eb46cb03be19fd2d5c35cef73c746&title=Tallahassee+Community+College&linktype=opac&detail=ST5%3ATallahassee+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
Santa Clara University Library,STA,"University Library, 500 El Camino Real, Santa Clara, CA",United States,http://www.worldcat.org/wcpa/oclc/44683551?page=frame&url=https%3A%2F%2Fsculib.scu.edu%2Fsearch%2Fi0895810018%26checksum%3D96dbc5d567e7202b90afb97888ceb278&title=Santa+Clara+University+Library&linktype=opac&detail=STA%3ASanta+Clara+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Stanford University Libraries,STF,"Green Library, Arguello Way, Stanford, CA",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fsearchworks.stanford.edu%2F%3Fq%3D200725%26checksum%3D56c4b2b57888f2ef418f0bbbb89296c6&title=Stanford+University+Libraries&linktype=opac&detail=STF%3AStanford+University+Libraries%3AAcademic Library&app=wcapi&id=OCPSB-
Seton Hall University,STH,"Walsh Library, 400 South Orange Ave, South Orange, NJ",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Fsetonhall.on.worldcat.org%2Foclc%2F200725%26checksum%3Dba92fad3a0d182b68163fb295d4a0ea8&title=Seton+Hall+University&linktype=opac&detail=STH%3ASeton+Hall+University%3AAcademic Library&app=wcapi&id=OCPSB-
Seton Hall Law Rodino Library,STL,"One Newark Center, Newark, NJ",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=https%3A%2F%2Fshlawlibrary.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A9781938937071%26checksum%3Dba5c5a3b2fe048a07d44df4d4de191d8&title=Seton+Hall+Law+Rodino+Library&linktype=opac&detail=STL%3ASeton+Hall+Law+Rodino+Library%3ALaw Library&app=wcapi&id=OCPSB-
College of Saint Mary Library,STM,"7000 Mercy Road, Omaha, NE",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=https%3A%2F%2Fcollegeofsaintmarylibrary.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A9780520018068%26checksum%3D8a1f82ada194a43eca20b22f80248b4d&title=College+of+Saint+Mary+Library&linktype=opac&detail=STM%3ACollege+of+Saint+Mary+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Stonehill College,STO,"320 Washington Street, Easton, MA",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Flibrary.stonehill.edu%2Fsearch%2Fi9780472086771%26checksum%3D8569425d23dd998ed632db199044769e&title=Stonehill+College&linktype=opac&detail=STO%3AStonehill+College%3AAcademic Library&app=wcapi&id=OCPSB-
Saint Mary's Seminary & University Library,STR,"Knott Libr, 5400 Roland Ave, Baltimore, MD",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Fwww.stmarys.edu%2FTLCScripts%2Finterpac.dll%3FBrowse%26SearchType%3D3%26SearchField%3D4096%26Config%3DPAC%26SearchData%3D0804708290%26checksum%3Dc74377dbb7ee075853b692196de1a216&title=Saint+Mary%27s+Seminary+%26+University+Library&linktype=opac&detail=STR%3ASaint+Mary%27s+Seminary+%26+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Franciscan University of Steubenville,STU,"John Paul Ii Libr, 1235 University Blvd, Steubenville, OH",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fcat.opal-libraries.org%2Fsearch%7ES9%2Fi9780472086771%26checksum%3D40dcdf9f1c77450c028d526e1f34571d&title=Franciscan+University+of+Steubenville&linktype=opac&detail=STU%3AFranciscan+University+of+Steubenville%3AAcademic Library&app=wcapi&id=OCPSB-
South Texas College of Law Houston,STX,"1303 San Jacinto Street, Houston, TX",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Fstexl.stcl.edu%2Fsearch%2Fsearch%2Fi%3FSEARCH%3D0691056455%26checksum%3Df62a46e225dcea386078862e0be8c9b7&title=South+Texas+College+of+Law+Houston&linktype=opac&detail=STX%3ASouth+Texas+College+of+Law+Houston%3AAcademic Library&app=wcapi&id=OCPSB-
University of South Carolina,SUC,"1322 Greene Street, Cooper Library--Acquisitions, Columbia, SC",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=http%3A%2F%2Flibcat.csd.sc.edu%2Fsearch%2Fi%3FSEARCH%3D089264902X%26checksum%3Dedfceeee502efca7090e5f263ff7c6d4&title=University+of+South+Carolina&linktype=opac&detail=SUC%3AUniversity+of+South+Carolina%3AARL Library&app=wcapi&id=OCPSB-
Universidad de Sevilla. Biblioteca,SUE,"Universidad de Sevilla. Biblioteca, Edif. Rector Machado. Av. de la Gua, Sevilla",Spain,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=http%3A%2F%2Ffama.us.es%2Fsearch*spi%7ES5%2Fo%3F%3D%28OCoLC%29912449269%26checksum%3D0d4a3c17d52b7132044a754210dbf53b&title=Universidad+de+Sevilla.+Biblioteca&linktype=opac&detail=SUE%3AUniversidad+de+Sevilla.+Biblioteca%3AAcademic Library&app=wcapi&id=OCPSB-
Suffolk University,SUF,"73 Tremont Street, Boston, MA",United States,http://www.worldcat.org/wcpa/oclc/748683698?page=frame&url=http%3A%2F%2Flibrary.law.suffolk.edu%2Fsearch%2Fi9780198154396%26checksum%3D8d5e00fcf9c497f5fdce8fc2932c68f2&title=Suffolk+University&linktype=opac&detail=SUF%3ASuffolk+University%3AAcademic Library&app=wcapi&id=OCPSB-
Bryan Wildenthal Memorial Library,SUR,"Bryan Wildenthal Memorial Library, Alpine, TX",United States,http://www.worldcat.org/wcpa/oclc/557641560?page=frame&url=http%3A%2F%2Fsulr.sirsi.net%2Fuhtbin%2Fcgisirsi%2Fx%2F0%2F0%2F5%3Fsearchdata1%3D9780892640423%26checksum%3D34273bf6938f0dddc333221320a4f227&title=Bryan+Wildenthal+Memorial+Library&linktype=opac&detail=SUR%3ABryan+Wildenthal+Memorial+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Susquehanna University,SUS,"Blough-Weis Libr, 514 University Ave, Selinsgrove, PA",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=http%3A%2F%2Fsusq.sirsi.net%2Fuhtbin%2Fcgisirsi%2Fx%2F0%2F0%2F5%3Fsearchdata1%3D089264902X%26checksum%3Ddb91296d1f526923eade1afcc57c2a47&title=Susquehanna+University&linktype=opac&detail=SUS%3ASusquehanna+University%3AAcademic Library&app=wcapi&id=OCPSB-
Saint Louis Public Library,SVP,"1301 Olive Street, St. Louis, MO",United States,http://www.worldcat.org/wcpa/oclc/607304038?page=frame&url=https%3A%2F%2Fslpl.bibliocommons.com%2Fsearch%3Fcustom_query%3Danywhere%3A611648%26checksum%3D503aeef51db02c8351ecd5efc0689a6d&title=Saint+Louis+Public+Library&linktype=opac&detail=SVP%3ASaint+Louis+Public+Library%3A&app=wcapi&id=OCPSB-
Hogskolan I Karlstad,SWSXO,"Ref 1082, Fe 510, Hackas",Sweden,
Winthrop University,SWW,"Dacus Library, 824 Oakland Ave, Rock Hill, SC",United States,http://www.worldcat.org/wcpa/oclc/20619185?page=frame&url=https%3A%2F%2Fwinthrop.on.worldcat.org%2Fdiscovery%2Fsearch%2Fbn9780472080892%26checksum%3D3c1f3298f50ffb22a992763adb8db3a0&title=Winthrop+University&linktype=opac&detail=SWW%3AWinthrop+University%3AAcademic Library&app=wcapi&id=OCPSB-
Poudre River Public Library District,SX@,"2401 Research Blvd Suite 101, Ft Collins, CO",United States,http://www.worldcat.org/wcpa/oclc/903473479?page=frame&url=http%3A%2F%2Fcatalog.poudrelibraries.org%2Fsearch%2Fi9780585336558%26checksum%3Dee9b7083a0ee0df5de3f6627c412184d&title=Poudre+River+Public+Library+District&linktype=opac&detail=SX%40%3APoudre+River+Public+Library+District%3APublic Library&app=wcapi&id=OCPSB-
University of Birmingham,SXB,"Edbagaston, Birmingham",United Kingdom,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Ffindit.bham.ac.uk%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Ffn%3Dsearch%26ct%3Dsearch%26vid%3D44BIR_VU1%26vl%28freeText0%29%3D0472969005%26checksum%3Dd91dfafddc4e63860020d18090738d7f&title=University+of+Birmingham&linktype=opac&detail=SXB%3AUniversity+of+Birmingham%3AAcademic Library&app=wcapi&id=OCPSB-
"Soka University, Aliso Viejo",SXQ,"1 University Dr, Aliso Viejo, CA",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Flibrary.soka.edu%2Fsearch%2Fi0472969005%26checksum%3Df07cbcba5517dd182a57d9207be565cf&title=Soka+University%2C+Aliso+Viejo&linktype=opac&detail=SXQ%3ASoka+University%2C+Aliso+Viejo%3AAcademic Library&app=wcapi&id=OCPSB-
Syracuse University,SYB,"222 Waverly Avenue, Suite 219 - Administration, Syracuse, NY",United States,http://www.worldcat.org/wcpa/oclc/44683551?page=frame&url=http%3A%2F%2Fsummit.syr.edu%2Fcgi-bin%2FPwebrecon.cgi%3FDB%3Dlocal%26BOOL1%3Das%2Ba%2Bphrase%26FLD1%3DISBN%2B%28ISBN%29%26CNT%3D10%2Brecords%2Bper%2Bpage%26SAB1%3D0892641428%26checksum%3D19eecd02dcc5db1d0794a6c5a60d4aa4&title=Syracuse+University&linktype=opac&detail=SYB%3ASyracuse+University%3AARL Library&app=wcapi&id=OCPSB-
Università Cattolica del Sacro Cuore,SYC,"Largo A Gemelli 1, Milano",Italy,http://www.worldcat.org/wcpa/oclc/255963925?page=frame&url=http%3A%2F%2Fopac.unicatt.it%2Fsearch*ita%2Fo%2528OCoLC%2529OCN878564012%26checksum%3D4d2d35dedaaabe8271ca5be8b5d5b3d5&title=Universit%C3%A0+Cattolica+del+Sacro+Cuore&linktype=opac&detail=SYC%3AUniversit%C3%A0+Cattolica+del+Sacro+Cuore%3AAcademic Library&app=wcapi&id=OCPSB-
Swiss National Library,SZ9XM,"Hallwylstrasse 15, Bern",Switzerland,http://www.worldcat.org/wcpa/oclc/607304038?page=frame&url=http%3A%2F%2Fopac.admin.ch%3A9080%2Fsearch%2Fquery%3F%26checksum%3D1eaed5aa2cf9750654f0bbd7a98ee2f4&title=Swiss+National+Library&linktype=opac&detail=SZ9XM%3ASwiss+National+Library%3AState or National Library&app=wcapi&id=OCPSB-
Biblioteca Accademia Architettura,SZBAA,"Via Largo Bernasconi 2, Mendrisio",Switzerland,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2Flumen.sbu.usi.ch%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Fvid%3Darc%26institution%3D41USI%26prefLang%3Dit_IT%26tab%3Ddefault_tab%26search_scope%3DARC%26query%3Dany%2Ccontains%2C9780939512546%26checksum%3Dd5407c3be5ecaf6eceea9ae48de9892f&title=Biblioteca+Accademia+Architettura&linktype=opac&detail=SZBAA%3ABiblioteca+Accademia+Architettura%3AAcademic Library&app=wcapi&id=OCPSB-
Universitätsbibliothek Bern,SZBER,"Hochschulstrasse 6, Bern",Switzerland,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Faleph.unibas.ch%2FF%26checksum%3D6ecb1b549f26d9d3008c95b94931fac8&title=Universit%C3%A4tsbibliothek+Bern&linktype=opac&detail=SZBER%3AUniversit%C3%A4tsbibliothek+Bern%3AAcademic Library&app=wcapi&id=OCPSB-
"University of South Carolina, System Library Service",SZR,"1322 Greene St, Thomas Cooper Library - Acquistions, Columbia, SC",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Flibcat.csd.sc.edu%2Fsearch%2Fi%3FSEARCH%3D0472969005%26checksum%3Dd84371d35553f9f9552eeabb9acdc537&title=University+of+South+Carolina%2C+System+Library+Service&linktype=opac&detail=SZR%3AUniversity+of+South+Carolina%2C+System+Library+Service%3AARL Library&app=wcapi&id=OCPSB-
"Technische Universität Chemnitz, Universitätsbibliothek",T7C,"Straße der Nationen 62, Chemnitz",Germany,http://www.worldcat.org/wcpa/oclc/947742985?page=frame&url=https%3A%2F%2Fkatalog.bibliothek.tu-chemnitz.de%2FSearch%2FResults%3Ftype%3DISN%26lookfor%3D9780691064192%26checksum%3D1f330af59b1577e83aa2c92632090952&title=Technische+Universita%CC%88t+Chemnitz%2C+Universita%CC%88tsbibliothek&linktype=opac&detail=T7C%3ATechnische+Universita%CC%88t+Chemnitz%2C+Universita%CC%88tsbibliothek%3AAcademic Library&app=wcapi&id=OCPSB-
Helen Hall Library,T7L,"100 W Walker, League City, TX",United States,http://www.worldcat.org/wcpa/oclc/634577590?page=frame&url=http%3A%2F%2Fcatalog.leaguecitylibrary.org%2Fuhtbin%2Fcgisirsi%2Fx%2F0%2F0%2F5%2F%3Fsearchdata1%3DOCN650350353%26checksum%3D56375c9baa72aab7f43adb74dac1dc6d&title=Helen+Hall+Library&linktype=opac&detail=T7L%3AHelen+Hall+Library%3APublic Library&app=wcapi&id=OCPSB-
Rowlett Public Library,T7R,"3900 Main St, Rowlett, TX",United States,
College of the Mainland Library,T8M,"Library, 1200 Amburn Rd, Texas City, TX",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=http%3A%2F%2Fcomcat.com.edu%2Fvwebv%2Fsearch%3FsearchCode1%3DISBN%26searchType%3D2%26argType1%3Dany%26searchArg1%3D9781938937071%26checksum%3D7a8556f176cd4d8c5d0d3377cb0fc4fc&title=College+of+the+Mainland+Library&linktype=opac&detail=T8M%3ACollege+of+the+Mainland+Library%3AAcademic Library&app=wcapi&id=OCPSB-
University of Toronto Trinity College Library,T8T,"Univ of Toronto, 6 Hoskin Ave, Toronto, ON",Canada,http://www.worldcat.org/wcpa/oclc/780194?page=frame&url=http%3A%2F%2Fsearch.library.utoronto.ca%2FUTL%2Findex%3FN%3D0%26Nu%3Dp_work_normalized%26Np%3D1%26Ntx%3Dmode%252Bmatchallpartial%26Ntk%3Dp_num_isbn%26Ntt%3D9780892640157%26checksum%3Db2f1f000ea8a93f273edce1830845a36&title=University+of+Toronto+Trinity+College+Library&linktype=opac&detail=T8T%3AUniversity+of+Toronto+Trinity+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
KOÇ University Library,T9K,"Rumeli Feneri Yolu, Sariyer, Istanbul",Turkey,http://www.worldcat.org/wcpa/oclc/243778529?page=frame&url=https%3A%2F%2Fkocuniversity.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%253A9780816506569%26checksum%3D4f9f428dbcc753dd0a8a4c1dc1e5c594&title=KO%C3%87+University+Library&linktype=opac&detail=T9K%3AKO%C3%87+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Northern Territory Library,T@N,"Box 42, Darwin",Australia,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fjimjim.ntlib.nt.gov.au%2Fcgi-bin%2Fchameleon%3Fskin%3Dntl%26submittheform%3DSearch%26usersrch%3D1%26beginsrch%3D1%26elementcount%3D3%26function%3DINITREQ%26search%3DKEYWORD%26EnhancedFilters%3D1%26pos%3D1%26u1%3D7%26floc%3D770000%26t1%3D9780472086771%26checksum%3Dbcac512d441fc9088f77c72065b485a4&title=Northern+Territory+Library&linktype=opac&detail=T%40N%3ANorthern+Territory+Library%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
Texas A&M University at Galveston,TAG,"Library, 200 Seawolf Pky, Galveston, TX",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Ftamug.worldcat.org%2Fsearch%3Fqt%3Dwc_org_prefix%26q%3Dno%3A200725%26checksum%3D717d84153064535bf61562a377bb4762&title=Texas+A%26M+University+at+Galveston&linktype=opac&detail=TAG%3ATexas+A%26M+University+at+Galveston%3AAcademic Library&app=wcapi&id=OCPSB-
Texas A&M University-Kingsville,TAI,"USPS: MSC 197 / 700 University Blvd, FEDEX, UPS or other: 1050 Universit, Kingsville, TX",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Foasis.lib.tamuk.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D0804708290%26checksum%3Dc10fb2dce0bce6f656af573c5299198b&title=Texas+A%26M+University-Kingsville&linktype=opac&detail=TAI%3ATexas+A%26M+University-Kingsville%3AAcademic Library&app=wcapi&id=OCPSB-
Aquinas College Library,TAJ,"4210 HARDING Pike, Nashville, TN",United States,http://www.worldcat.org/wcpa/oclc/257229496?page=frame&url=https%3A%2F%2Faquinascollege.on.worldcat.org%2Foclc%2F706711040%26checksum%3Dba4fbd83e7830730fa02e6d9ae44b5ed&title=Aquinas+College+Library&linktype=opac&detail=TAJ%3AAquinas+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Texas A&M University-Central Texas,TAMCT,"1001 Leadership Place, Killeen, TX",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=http%3A%2F%2Fsierra-app.tamuct.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D9781938937071%26checksum%3D0c8c76c0c299449193c99c0ed87bfd90&title=Texas+A%26M+University-Central+Texas&linktype=opac&detail=TAMCT%3ATexas+A%26M+University-Central+Texas%3AAcademic Library&app=wcapi&id=OCPSB-
Texas A&M University-San Antonio,TAMSA,"University Library, One University Way, San Antonio, TX",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=http%3A%2F%2Ftamusa.worldcat.org%2Fisbn%2F9781938937071%26checksum%3D0b9783748d8722992dfcee216973999d&title=Texas+A%26M+University-San+Antonio&linktype=opac&detail=TAMSA%3ATexas+A%26M+University-San+Antonio%3AAcademic Library&app=wcapi&id=OCPSB-
Tacoma Public Library,TAW,"1102 Tacoma Avenue South, Tacoma, WA",United States,http://www.worldcat.org/wcpa/oclc/869088622?page=frame&url=https%3A%2F%2Ftacoma.bibliocommons.com%2Fsearch%3Fsuppress%3Dtrue%26custom_edit%3Dfalse%26custom_query%3Didentifier%253A9780892640973%26checksum%3D359d7cfeaaeba7ad6a88e30aaf837609&title=Tacoma+Public+Library&linktype=opac&detail=TAW%3ATacoma+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Belmont University,TBC,"BUNCH LIBRARY - ILL, 1900 BELMONT BLVD, NASHVILLE, TN",United States,http://www.worldcat.org/wcpa/oclc/44683551?page=frame&url=http%3A%2F%2Fbelmont-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Fmode%3DBasic%26vid%3D01BELMONT_INST_V1%26tab%3Dcatalog%26%26checksum%3Dd3c952a26b378b5c15ecb2170aa8d47e&title=Belmont+University&linktype=opac&detail=TBC%3ABelmont+University%3AAcademic Library&app=wcapi&id=OCPSB-
Trinity Bible College,TBI,"Graham Library, 50 6th Ave S, Ellendale, ND",United States,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=http%3A%2F%2Fodinlibrary.org%2FF%2F%3Ffunc%3Dfind-b%26find_code%3D035%26request%3Docm336891%26checksum%3D7e88f0bdd09894319816db6181eae0b5&title=Trinity+Bible+College&linktype=opac&detail=TBI%3ATrinity+Bible+College%3AAcademic Library&app=wcapi&id=OCPSB-
King University,TBK,"1350 King College Road, Bristol, TN",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Finnopac.hal.org%2Fsearch%2Fi%3FSEARCH%3D9780520018068%26checksum%3D4127463b3475c481899f89d4f25c4ec0&title=King+University&linktype=opac&detail=TBK%3AKing+University%3AAcademic Library&app=wcapi&id=OCPSB-
Thomas University,TC@,"1501 Millpond Rd, Thomasville, GA",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=https%3A%2F%2Fthomasu.on.worldcat.org%2Fdiscovery%26checksum%3D14ff6ef53b3b67f769015e3523eb3816&title=Thomas+University&linktype=opac&detail=TC%40%3AThomas+University%3AAcademic Library&app=wcapi&id=OCPSB-
Dallas County Community College District,TDJ,"District Serv Ctr, Erss, 4343 Ih 30, Mesquite, TX",United States,http://www.worldcat.org/wcpa/oclc/644275984?page=frame&url=https%3A%2F%2Fdcccd-primo.hosted.exlibrisgroup.com%2Fopenurl%2F01DCCCD_INST%2Fsp_view%3Frft.isbn%3D0892640995%26checksum%3Ddb63a44f93890a9d31176bc40330cfb7&title=Dallas+County+Community+College+District&linktype=opac&detail=TDJ%3ADallas+County+Community+College+District%3AAcademic Library&app=wcapi&id=OCPSB-
Lipscomb University,TDL,"Beaman Library, One University Park Drive, Nashville, TN",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fsearch.ebscohost.com%2Flogin.aspx%3Fdirect%3Dtrue%26db%3Dasx%26AN%3D9780472086771%26checksum%3D5c179cf6eb56395956f0a0c59e0e76a3&title=Lipscomb+University&linktype=opac&detail=TDL%3ALipscomb+University%3AAcademic Library&app=wcapi&id=OCPSB-
Traverse des Sioux Library Cooperative,TDS,"1400 Madison Ave, Ste 622, Mankato, MN",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Ftds-mt.iii.com%2Fiii%2Fencore%2F%3Flang%3Deng%26checksum%3D4ec3c6b01febf408fe5931b80d398784&title=Traverse+des+Sioux+Library+Cooperative&linktype=opac&detail=TDS%3ATraverse+des+Sioux+Library+Cooperative%3A&app=wcapi&id=OCPSB-
Christian Brothers University,TEB,"650 East Parkway South, Memphis, TN",United States,
East Tennessee State University,TET,"Sherrod Library ILL, 344 J L Seehorn Jr Road, Johnson City, TN",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Fetsu-edu-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Fvid%3D01ETSU%26institution%3D01ETSU%26bulkSize%3D10%26searchscope%3DETSU_Alma%26tab%3Dlib_tab%26fn%3Dsearch%26query%3Dany%2Ccontains%2C0472969005%26checksum%3Dee07ae506f6006187ed96250e4ee8457&title=East+Tennessee+State+University&linktype=opac&detail=TET%3AEast+Tennessee+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
Temple University Libraries,TEU,"Samuel Paley Libr, 1210 Polett Walk, Philadelphia, PA",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Ftemple-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3DTULI%26query%3Dlsr06%2Ccontains%2C200725%26checksum%3Dee4e0bff2897a7345334cef0309daa18&title=Temple+University+Libraries&linktype=opac&detail=TEU%3ATemple+University+Libraries%3AAcademic Library&app=wcapi&id=OCPSB-
The University of Texas at Tyler,TEX,"3900 University Blvd, Tyler, TX",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=https%3A%2F%2Fcatalog.uttyler.edu%2Fcgi-bin%2Fkoha%2Fopac-search.pl%3Fidx%3Dnb%26q%3D0472969005%26checksum%3D12cce2398ee7ffe4212dc0b38d9f5535&title=The+University+of+Texas+at+Tyler&linktype=opac&detail=TEX%3AThe+University+of+Texas+at+Tyler%3AAcademic Library&app=wcapi&id=OCPSB-
Tufts University - Edwin Ginn Library,TFF,"Edwin Ginn Libr, 161 Packard Ave, Medford, MA",United States,http://www.worldcat.org/wcpa/oclc/490043796?page=frame&url=http%3A%2F%2Flibrary.tufts.edu%2Fsearch%2F%3Fsearchscope%3D3%26searchtype%3Do%26searcharg%3D624550%26checksum%3D7fd432fa522bf3b5ad0995e926056719&title=Tufts+University+-+Edwin+Ginn+Library&linktype=opac&detail=TFF%3ATufts+University+-+Edwin+Ginn+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Tufts University - Hirsh Health Sciences Library,TFH,"145 Harrison Ave, Boston, MA",United States,http://www.worldcat.org/wcpa/oclc/489739961?page=frame&url=https%3A%2F%2Ftufts-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3D01TUN%26lang%3Den_US%26sortby%3Drank%26checksum%3D5c75963783e04e3214d9397b370d8904&title=Tufts+University+-+Hirsh+Health+Sciences+Library&linktype=opac&detail=TFH%3ATufts+University+-+Hirsh+Health+Sciences+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Tufts University - Tisch Library,TFW,"Tisch Libr, 35 Professors Row, Medford, MA",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fgo.tufts.edu%2Fjumbosearch200725%26checksum%3Dac23ec9c58b1e9be2b1f73a1852bef8b&title=Tufts+University+-+Tisch+Library&linktype=opac&detail=TFW%3ATufts+University+-+Tisch+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Tougaloo College,TGC,"L Zenobia Coleman Libr, 500 W County Line Rd, Tougaloo, MS",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=https%3A%2F%2Ftougaloo.on.worldcat.org%2Fisbn%2F0804708290%26checksum%3D891e4d8c8e0acaafaf82f9174ba322ed&title=Tougaloo+College&linktype=opac&detail=TGC%3ATougaloo+College%3AAcademic Library&app=wcapi&id=OCPSB-
Houston Community College,THC,"3100 Main St # Mc1229j, Houston, TX",United States,http://www.worldcat.org/wcpa/oclc/477070773?page=frame&url=http%3A%2F%2Flibrus.hccs.edu%2Fsearch%2Fi0691030197%26checksum%3D182512899044e7939fff31741958d138&title=Houston+Community+College&linktype=opac&detail=THC%3AHouston+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
Chiang Mai University,THCMU,"Chiang Mai University Library, 239 Huay Kaew Road, Muang District, Chiang Mai",Thailand,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=http%3A%2F%2Fsearch.lib.cmu.ac.th%2Fsearch%2F%3Fsearchscope%3D0%26searchtype%3Di%26searcharg%3D0939512467%26checksum%3D0a6b82322a6aa2ece4eb3df27ea2b40b&title=Chiang+Mai+University&linktype=opac&detail=THCMU%3AChiang+Mai+University%3AAcademic Library&app=wcapi&id=OCPSB-
University of Houston Downtown,THD,"University of Houston Downtown Libr, 1 Main Street, Houston, TX",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Flibrary.uh.edu%2Fsearch%7ES14%2Fi0804708290%26checksum%3D5c6343777d78e6148749057960e07dfa&title=University+of+Houston+Downtown&linktype=opac&detail=THD%3AUniversity+of+Houston+Downtown%3AAcademic Library&app=wcapi&id=OCPSB-
